pH,Fat,Lactose,Protein,Gravity,SNF,Temperature,Gas,EC,Class
4.72,4.57,6.02,4.26,32.46,10.56,28.49,185.7,2.85,Starch
4.71,4.96,6.13,4.37,32.25,10.97,29.82,184.13,2.78,Starch
4.79,4.70,5.69,4.25,32.28,10.00,29.08,186.65,2.72,Starch
4.78,4.80,6.47,4.39,33.52,10.58,28.48,182.69,2.82,Starch
4.75,4.73,6.50,4.37,32.08,10.28,28.65,184.3,2.96,Starch
4.73,4.30,6.43,4.05,33.76,10.46,29.73,178.64,2.71,Starch
4.72,4.53,6.46,4.08,32.99,10.14,28.2,180.99,2.75,Starch
4.73,4.06,5.98,4.26,33.19,10.72,29.06,181.12,2.91,Starch
4.74,4.43,5.54,4.08,32.22,10.20,28.24,180.13,2.86,Starch
4.76,4.44,6.29,4.24,32.63,10.84,30.48,182.77,2.74,Starch
4.77,4.80,6.20,4.30,32.04,10.79,28.46,183.14,2.87,Starch
4.76,4.85,6.08,4.21,33.69,10.24,30.53,184.46,2.75,Starch
4.76,4.46,5.70,4.44,33.52,10.11,28.61,181.16,2.73,Starch
4.71,4.23,6.05,4.32,32.47,10.37,30.66,178.93,2.81,Starch
4.80,4.73,6.23,4.01,32.77,10.02,28.88,185.95,2.78,Starch
4.78,4.17,6.03,4.25,32.44,10.01,29.81,179.38,2.72,Starch
4.77,4.54,5.88,4.11,32.39,10.06,30.47,184.13,2.85,Starch
4.75,4.04,5.53,4.39,32.97,10.25,30.59,186.49,2.94,Starch
4.76,4.73,6.24,4.28,33.51,10.31,28.84,180.13,2.76,Starch
4.74,4.58,6.40,4.42,32.28,10.93,30.17,186.61,2.94,Starch
4.75,4.65,6.38,4.01,32.60,10.61,29.57,182.31,2.71,Starch
4.73,4.60,6.22,4.08,33.14,10.60,28.28,183.97,2.84,Starch
4.77,4.99,5.66,4.40,32.23,10.70,29.06,181.57,2.81,Starch
4.76,4.57,5.94,4.48,32.51,10.54,28.44,180.5,2.84,Starch
4.75,4.56,6.16,4.41,33.46,10.23,30.17,181.24,2.95,Starch
4.74,4.57,6.43,4.12,32.59,10.27,28.49,180.95,2.80,Starch
4.75,4.91,6.41,4.32,32.68,10.97,30.52,179.51,2.90,Starch
4.78,4.76,6.45,4.30,33.96,10.16,30.31,181.49,2.85,Starch
4.79,4.41,5.61,4.15,32.08,10.35,29.86,181.41,2.74,Starch
4.75,4.41,6.36,4.37,33.85,10.26,30.47,180.99,2.71,Starch
4.70,4.49,6.47,4.45,32.52,10.67,28.61,185.95,2.72,Starch
4.74,4.28,5.52,4.44,32.27,10.72,29.77,181.12,2.77,Starch
4.79,4.24,6.48,4.19,33.80,10.19,30.48,178.97,2.89,Starch
4.77,4.74,5.87,4.15,33.78,10.87,29.9,186.73,2.91,Starch
4.75,4.56,6.44,4.47,32.03,10.96,29.4,185.7,2.80,Starch
4.74,4.74,5.94,4.35,32.05,10.82,29.39,182.52,2.87,Starch
4.78,4.03,5.61,4.05,32.26,10.59,28.28,184.71,2.94,Starch
4.77,4.01,5.67,4.48,32.27,10.61,28.44,185.45,2.86,Starch
4.78,4.08,6.38,4.36,33.41,10.13,30.59,184.83,2.87,Starch
4.78,4.08,6.22,4.01,32.96,10.79,30.44,185.66,2.97,Starch
4.74,4.83,6.40,4.24,32.66,10.19,28.23,179.63,2.77,Starch
4.71,4.16,6.41,4.02,33.37,10.20,29.36,182.07,2.96,Starch
4.77,4.62,6.50,4.11,33.48,10.79,30.23,183.8,2.88,Starch
4.71,4.50,6.19,4.06,33.80,10.62,29.71,183.51,2.72,Starch
4.80,4.71,6.42,4.28,33.94,10.46,29.96,179.01,2.71,Starch
4.75,4.26,5.58,4.07,32.41,10.97,30.56,186.53,2.80,Starch
4.71,4.59,6.23,4.36,33.33,10.12,30.63,185.12,2.96,Starch
4.78,4.59,5.97,4.06,33.57,10.30,30.16,185.41,2.92,Starch
4.77,4.85,6.37,4.29,32.63,10.58,29.56,183.39,2.94,Starch
4.80,4.74,6.12,4.21,32.43,10.11,28.42,180.42,2.91,Starch
4.70,4.96,5.88,4.33,33.59,10.47,28.22,182.6,2.78,Starch
4.77,4.96,5.91,4.17,33.49,10.19,29.47,179.71,2.91,Starch
4.76,4.64,5.88,4.37,32.29,10.46,30.56,180.99,2.89,Starch
4.71,4.82,5.74,4.38,32.99,10.49,30.42,181.9,2.89,Starch
4.77,4.16,5.72,4.09,32.74,10.95,28.95,186.65,2.94,Starch
4.71,4.14,6.16,4.50,33.33,10.64,28.39,184.67,2.84,Starch
4.74,4.27,6.18,4.39,33.20,10.85,28.42,184.17,2.91,Starch
4.77,4.06,5.84,4.36,33.82,10.10,28.24,184.54,2.83,Starch
4.71,4.74,6.07,4.48,33.17,10.80,28.91,180.83,2.87,Starch
4.75,4.17,5.80,4.03,32.17,10.46,28.45,183.43,2.97,Starch
4.80,4.65,6.15,4.07,33.50,10.43,30.18,182.89,2.74,Starch
4.76,4.48,6.36,4.16,32.77,10.71,30.66,180.13,2.95,Starch
4.78,4.07,6.06,4.11,32.05,10.80,28.8,179.26,2.85,Starch
4.74,4.52,5.85,4.41,33.36,10.10,29.73,183.51,2.75,Starch
4.73,4.05,6.26,4.10,32.65,10.33,28.84,186.77,2.92,Starch
4.75,4.94,5.65,4.05,32.68,10.02,30.66,185.99,2.77,Starch
4.73,4.49,5.54,4.43,32.22,10.67,29.09,182.19,2.78,Starch
4.72,4.65,6.06,4.43,33.47,10.63,30.13,182.93,2.81,Starch
4.71,4.19,6.13,4.17,32.94,10.17,30.53,179.42,2.86,Starch
4.70,4.77,6.37,4.41,32.96,10.15,29.04,186.36,2.72,Starch
4.71,4.99,6.41,4.06,32.51,10.19,30.09,178.76,2.91,Starch
4.79,4.23,5.62,4.26,33.42,10.11,29.7,182.52,2.77,Starch
4.78,4.20,5.87,4.41,32.28,10.76,29.84,180.17,2.79,Starch
4.70,4.47,5.84,4.17,32.74,10.39,30.21,179.05,2.84,Starch
4.72,4.20,5.75,4.13,32.97,10.55,28.54,183.88,2.97,Starch
4.74,4.95,6.16,4.32,32.84,10.42,29.51,179.63,2.74,Starch
4.74,4.32,6.44,4.23,32.59,10.67,30.22,186.03,2.77,Starch
4.74,4.79,6.34,4.02,33.75,10.53,28.87,182.48,2.93,Starch
4.74,4.67,6.30,4.30,32.71,10.24,29.6,182.4,2.77,Starch
4.75,4.14,5.98,4.37,33.99,10.05,29.74,185.74,2.86,Starch
4.75,4.83,6.26,4.06,32.70,10.73,28.66,182.31,2.98,Starch
4.71,4.45,6.39,4.09,32.61,10.94,29.34,182.15,2.91,Starch
4.78,4.78,6.05,4.30,33.47,10.17,28.49,183.6,2.97,Starch
4.74,4.27,5.96,4.18,33.43,10.86,29.34,184.21,2.83,Starch
4.79,4.25,5.93,4.44,33.44,10.54,29.94,185.41,2.97,Starch
4.72,4.92,5.87,4.23,33.30,10.06,30.48,182.93,2.91,Starch
4.71,4.23,6.47,4.31,32.75,10.77,29.26,185.04,2.87,Starch
4.73,4.58,5.84,4.30,33.86,10.02,30.43,180.62,2.74,Starch
4.79,4.92,5.90,4.38,32.90,10.65,30.56,183.64,2.83,Starch
4.73,4.69,5.64,4.24,33.33,10.08,28.07,185,2.93,Starch
4.76,4.57,6.04,4.17,32.38,10.59,30.6,180.87,2.98,Starch
4.77,4.58,5.78,4.28,33.08,10.22,30.17,185.62,2.99,Starch
4.77,4.04,5.63,4.27,32.03,10.77,29.09,182.56,2.97,Starch
4.75,4.63,5.83,4.38,33.77,10.13,28.15,183.68,2.75,Starch
4.79,4.86,5.93,4.21,32.60,10.16,29.87,183.43,2.89,Starch
4.71,4.73,5.54,4.30,33.39,10.39,28.18,183.72,2.80,Starch
4.75,4.87,5.81,4.00,32.85,10.95,28.29,183.31,2.97,Starch
4.80,4.64,6.36,4.33,32.18,10.86,29.48,180.54,2.94,Starch
4.79,4.81,5.69,4.03,33.95,10.97,29.78,181.86,2.91,Starch
4.73,4.31,6.39,4.33,32.54,10.43,28.35,179.55,3.00,Starch
4.77,4.20,6.09,4.07,32.13,10.84,30.25,182.07,2.81,Starch
4.75,4.32,6.02,4.02,33.99,10.97,28.91,184.05,2.95,Starch
4.73,4.23,6.32,4.42,32.37,10.17,30.21,185.37,2.95,Starch
4.74,4.19,5.58,4.45,32.25,10.54,29.56,178.97,2.95,Starch
4.74,4.55,6.39,4.09,33.82,10.10,30.1,178.89,2.81,Starch
4.79,4.70,6.22,4.08,33.10,10.92,28.96,182.85,2.90,Starch
4.71,4.91,5.95,4.01,33.52,10.69,29.39,183.6,2.73,Starch
4.76,4.55,5.93,4.13,33.70,10.28,29.47,184.3,2.91,Starch
4.80,4.57,6.42,4.43,32.88,10.36,28.62,181.53,2.71,Starch
4.71,4.90,5.78,4.36,32.80,10.08,28.75,179.14,2.73,Starch
4.76,4.38,6.20,4.07,33.02,10.94,29.4,182.19,2.81,Starch
4.73,4.11,6.28,4.37,33.62,10.28,29.15,180,2.94,Starch
4.79,4.65,5.81,4.10,32.25,10.27,28.76,184.34,2.72,Starch
4.76,4.27,6.50,4.27,33.76,10.53,30.34,180.42,2.97,Starch
4.71,4.25,6.47,4.37,32.24,10.61,28.41,180.04,2.90,Starch
4.74,4.19,5.65,4.07,32.32,10.48,29.95,182.19,2.96,Starch
4.73,4.40,6.33,4.31,33.66,10.57,29.88,182.93,2.74,Starch
4.71,4.10,5.88,4.04,33.86,10.64,29.54,182.65,2.96,Starch
4.77,4.32,6.24,4.33,33.95,10.61,28.55,181.28,2.90,Starch
4.74,4.20,5.71,4.30,32.79,10.97,29.08,182.44,2.94,Starch
4.73,4.65,6.35,4.29,32.05,10.12,30.63,186.24,2.74,Starch
4.72,4.95,6.22,4.28,33.45,10.83,28.22,182.36,3.00,Starch
4.77,4.79,6.02,4.31,32.59,10.90,30.29,185.7,2.71,Starch
4.71,4.22,6.36,4.12,32.41,10.46,29.25,179.26,2.75,Starch
4.76,4.68,6.32,4.23,33.34,10.77,28.76,185.99,2.73,Starch
4.71,4.15,6.37,4.35,33.39,10.37,30.44,180.25,2.81,Starch
4.70,4.22,6.02,4.39,32.08,10.79,30.57,179.26,2.75,Starch
4.71,4.39,6.04,4.04,33.21,10.09,30.48,184.21,2.73,Starch
4.79,4.22,5.82,4.37,32.30,10.51,29.9,178.8,2.97,Starch
4.74,4.40,5.86,4.14,33.47,10.61,28.24,184.79,2.85,Starch
4.73,4.82,5.83,4.41,32.62,10.66,29.81,182.73,2.96,Starch
4.73,4.73,6.20,4.03,32.63,11.00,28.62,181.7,2.96,Starch
4.78,4.72,5.82,4.41,33.72,10.87,28.14,185.12,2.99,Starch
4.76,4.15,6.48,4.11,32.83,10.35,29.54,184.83,2.88,Starch
4.80,4.73,6.49,4.40,33.50,10.76,29.75,181.12,2.80,Starch
4.73,4.55,6.35,4.18,33.45,10.44,28.95,179.75,2.73,Starch
4.78,4.69,6.03,4.31,33.17,10.29,30.12,181.61,2.95,Starch
4.79,4.52,5.73,4.49,32.60,10.41,28.4,185.08,2.79,Starch
4.76,4.78,5.65,4.11,33.70,10.38,30.17,184.83,2.93,Starch
4.74,4.06,5.61,4.43,33.12,10.99,30.1,181.03,2.75,Starch
4.76,4.08,6.30,4.24,33.04,10.35,30.65,183.47,2.72,Starch
4.76,4.86,5.69,4.12,33.47,10.00,28.62,185.45,2.86,Starch
4.73,4.46,5.93,4.02,33.55,10.71,29.47,184.79,2.92,Starch
4.76,4.10,5.56,4.47,33.49,10.90,28.5,178.85,2.73,Starch
4.80,4.55,5.77,4.03,33.37,10.74,30.64,182.15,2.93,Starch
4.79,4.30,6.37,4.45,32.68,10.75,29.64,183.68,2.82,Starch
4.78,4.84,6.02,4.30,32.80,10.68,30.33,182.65,2.90,Starch
4.71,4.77,5.67,4.16,33.61,10.93,29.65,179.3,2.81,Starch
4.75,4.98,5.79,4.23,32.36,10.17,30.17,182.4,2.75,Starch
4.79,4.50,6.17,4.25,33.89,10.43,29.6,185.83,2.83,Starch
4.77,4.10,5.60,4.28,33.91,10.66,28.18,180.33,2.86,Starch
4.79,4.21,5.52,4.24,33.27,10.85,28.78,181.86,2.79,Starch
4.79,4.68,6.09,4.39,32.12,10.76,28.91,181.16,2.77,Starch
4.72,4.14,6.32,4.32,33.55,10.25,29.23,181.65,2.81,Starch
4.77,4.03,6.48,4.13,33.80,10.92,28.58,182.31,2.80,Starch
4.72,4.90,5.67,4.21,33.45,10.90,29.18,179.96,2.86,Starch
4.72,4.80,5.75,4.50,33.05,10.57,30.3,178.56,2.70,Starch
4.77,4.33,5.85,4.05,32.04,10.91,29.15,180.09,2.86,Starch
4.79,4.67,6.01,4.11,32.78,10.33,29.94,182.44,2.70,Starch
4.72,4.85,5.74,4.08,33.62,10.31,28.26,180.95,2.97,Starch
4.74,4.75,5.83,4.49,32.47,10.35,28.16,182.69,2.91,Starch
4.70,4.84,5.68,4.30,32.53,10.24,28.09,178.56,2.70,Starch
4.77,4.68,5.72,4.36,32.44,10.69,28.59,181.82,2.92,Starch
4.72,4.13,5.61,4.39,32.73,10.60,30.65,179.92,2.96,Starch
4.72,4.56,6.10,4.20,32.75,10.69,29.22,180.99,2.80,Starch
4.78,4.73,5.71,4.42,32.22,10.19,28.39,184.17,2.73,Starch
4.77,4.12,5.75,4.38,32.62,10.42,30.34,184.59,2.95,Starch
4.74,4.04,5.51,4.12,33.00,10.07,29.87,182.15,2.85,Starch
4.72,4.86,5.81,4.46,32.49,10.65,29.7,181.2,2.96,Starch
4.79,4.56,6.18,4.39,33.82,10.22,29.32,183.35,2.98,Starch
4.73,4.34,5.51,4.01,32.97,10.76,28.88,186.69,2.97,Starch
4.80,4.09,6.08,4.40,33.44,10.49,28.83,186.07,2.84,Starch
4.76,4.07,6.39,4.04,32.18,10.37,29.6,184.38,2.77,Starch
4.75,4.23,6.24,4.05,33.26,10.29,29.18,183.14,2.78,Starch
4.80,4.79,6.24,4.45,32.23,10.02,28.8,178.52,2.96,Starch
4.70,4.65,5.87,4.37,33.25,10.88,30.05,183.93,2.76,Starch
4.80,4.47,5.51,4.09,33.43,10.84,29.08,185.21,2.78,Starch
4.79,4.06,5.70,4.23,32.77,10.34,30.42,184.83,2.94,Starch
4.77,4.43,6.07,4.29,33.73,10.91,29.21,180.25,2.76,Starch
4.71,4.03,5.87,4.44,32.89,10.00,29.56,178.68,2.94,Starch
4.72,4.00,5.69,4.07,33.50,10.00,28.24,181.49,2.96,Starch
4.78,4.99,6.08,4.35,33.61,10.97,29.82,183.84,2.72,Starch
4.71,4.67,6.17,4.39,33.34,10.47,30.12,182.48,2.83,Starch
4.79,4.52,6.29,4.18,33.58,10.53,28.41,180.04,2.85,Starch
4.78,4.53,6.04,4.44,32.20,10.01,29.88,182.65,2.82,Starch
4.73,4.87,6.25,4.34,33.93,10.06,29.71,179.42,2.72,Starch
4.71,4.52,6.39,4.16,32.39,10.27,28.65,179.92,2.82,Starch
4.78,4.20,6.46,4.27,33.26,10.86,30.48,183.68,2.80,Starch
4.73,4.37,6.17,4.32,32.70,10.00,30.55,183.72,2.76,Starch
4.77,4.80,5.66,4.05,33.30,10.15,29.53,186.4,2.74,Starch
4.72,4.37,5.85,4.20,32.97,10.32,29.7,184.34,2.90,Starch
4.70,4.68,6.46,4.23,33.37,10.81,30.5,185.83,2.88,Starch
4.70,4.38,5.64,4.48,33.97,10.07,30.63,180.13,2.81,Starch
4.73,4.22,5.93,4.27,32.38,10.09,28.39,182.6,2.94,Starch
4.72,4.52,5.56,4.25,33.94,10.88,29.08,184.46,2.97,Starch
4.73,4.38,6.18,4.25,33.27,10.23,28.31,186.57,2.97,Starch
4.72,4.36,5.86,4.43,32.15,10.62,30.01,180.54,2.91,Starch
4.75,4.37,6.48,4.00,32.29,10.08,30.39,183.93,2.91,Starch
4.76,4.16,6.43,4.44,32.57,10.35,28.53,186.57,2.96,Starch
4.79,4.42,5.76,4.09,32.64,10.31,30.6,183.39,2.89,Starch
4.76,4.59,6.20,4.07,32.46,10.43,29.62,186.36,2.91,Starch
4.79,4.18,5.76,4.38,32.04,10.89,29.19,182.73,2.98,Starch
4.73,4.71,5.70,4.44,33.60,10.02,28.76,182.56,2.97,Starch
4.79,4.09,6.37,4.37,32.75,10.97,30.07,185.54,2.87,Starch
4.79,4.38,6.09,4.02,33.65,10.51,29.66,184.5,2.75,Starch
4.71,4.42,5.89,4.17,33.47,10.76,29.82,181.53,2.82,Starch
4.78,4.58,6.09,4.06,33.35,10.61,28.14,182.56,2.86,Starch
4.79,4.63,5.97,4.33,33.38,10.90,30.42,181.9,2.88,Starch
4.78,4.05,6.16,4.12,33.08,10.89,29.09,184.26,2.77,Starch
4.79,4.11,6.46,4.43,33.35,10.16,28.89,181.65,2.81,Starch
4.74,4.19,6.15,4.49,33.90,10.77,28.84,183.26,2.96,Starch
4.72,4.07,6.22,4.08,32.68,10.35,28.93,186.11,2.71,Starch
4.73,4.21,5.58,4.20,33.11,10.91,29.04,180.87,2.86,Starch
4.75,4.25,5.68,4.13,32.19,10.72,28.66,184.54,2.97,Starch
4.74,4.93,6.08,4.13,32.76,10.52,29.21,182.03,2.87,Starch
4.78,4.84,6.32,4.33,32.85,10.81,30.39,183.1,2.98,Starch
4.72,4.74,5.80,4.18,32.70,10.74,29.39,182.6,2.94,Starch
4.77,4.41,6.48,4.25,32.06,10.22,29.64,179.67,2.96,Starch
4.80,4.25,5.92,4.17,32.97,10.68,30.46,184.96,2.87,Starch
4.79,4.98,5.86,4.24,32.14,10.37,30.14,180.95,2.88,Starch
4.77,4.72,5.78,4.20,32.24,10.43,28.76,183.68,2.96,Starch
4.78,4.85,6.15,4.46,33.71,10.82,29.73,181.94,2.71,Starch
4.79,4.09,5.59,4.32,32.74,10.23,30.03,181.78,2.76,Starch
4.72,4.18,6.05,4.25,32.48,10.86,28.35,180.7,2.86,Starch
4.70,4.51,6.18,4.14,33.53,10.83,28.88,184.54,2.93,Starch
4.74,4.61,6.15,4.09,33.94,10.95,29.88,179.09,2.89,Starch
4.80,4.04,5.84,4.35,33.77,10.64,29.28,182.56,2.82,Starch
4.71,4.78,6.16,4.29,32.08,10.90,29.97,181.57,2.91,Starch
4.72,4.97,5.95,4.01,32.24,10.19,28.67,183.1,2.82,Starch
4.76,4.50,6.17,4.13,33.12,10.88,30.47,185.37,2.80,Starch
4.72,4.31,5.79,4.07,33.68,10.08,28.79,184.67,2.86,Starch
4.74,4.02,5.62,4.38,33.54,10.97,28.78,181.74,2.92,Starch
4.71,4.60,5.58,4.33,33.04,10.68,28.97,186.57,2.87,Starch
4.73,4.31,5.58,4.27,32.53,10.12,29.87,185.12,2.90,Starch
4.77,4.85,6.23,4.06,33.20,10.53,28.87,184.21,2.72,Starch
4.74,4.62,6.26,4.43,32.51,10.16,28.97,179.51,2.77,Starch
4.75,4.36,6.35,4.08,33.17,10.31,30.6,179.8,2.81,Starch
4.72,4.52,6.28,4.49,32.44,10.22,30.29,180.75,2.91,Starch
4.76,4.65,5.61,4.20,32.22,10.10,28.22,185,2.87,Starch
4.72,4.55,6.16,4.11,33.63,10.73,28.82,178.8,2.98,Starch
4.78,4.10,6.27,4.48,32.24,10.29,30.37,178.76,2.95,Starch
4.73,4.27,6.38,4.36,32.62,10.15,28.87,184.42,2.90,Starch
4.70,4.96,6.39,4.03,33.91,10.59,28.89,179.3,2.84,Starch
4.73,4.49,6.18,4.01,32.89,10.42,28.59,185.91,2.77,Starch
4.74,4.96,5.98,4.34,32.94,10.70,29.62,185.87,2.96,Starch
4.72,4.23,5.76,4.07,33.91,10.76,29.34,181.82,2.83,Starch
4.72,4.41,6.00,4.32,32.78,10.77,29.23,183.84,2.75,Starch
4.74,4.74,6.37,4.07,33.23,10.12,29.51,186.69,2.96,Starch
4.75,4.70,6.49,4.43,32.53,10.20,29.73,181.98,2.94,Starch
4.77,4.21,5.84,4.13,33.77,10.23,29.4,180.54,2.91,Starch
4.75,4.21,5.50,4.12,33.04,10.27,29.15,178.68,2.70,Starch
4.76,4.44,6.42,4.04,32.91,10.89,29.65,178.76,2.90,Starch
4.77,4.97,6.02,4.43,33.88,10.37,28.11,183.18,2.90,Starch
4.80,4.75,6.48,4.11,33.70,10.41,29.84,181.03,2.82,Starch
4.77,4.10,5.90,4.06,33.43,10.15,29.69,180.54,2.95,Starch
4.77,4.10,6.07,4.22,32.66,10.72,29.62,179.51,2.74,Starch
4.75,4.33,5.87,4.43,32.42,10.16,30.21,182.31,2.77,Starch
4.70,4.03,5.51,4.31,33.15,10.26,28.46,184.21,2.98,Starch
4.76,4.19,6.45,4.28,32.36,10.66,28.74,186.57,2.72,Starch
4.75,4.84,6.43,4.49,33.76,10.54,30.4,180.21,2.90,Starch
4.73,4.52,5.89,4.22,32.68,10.27,28.26,183.72,2.95,Starch
4.75,4.82,5.54,4.01,32.54,10.85,30.05,178.85,2.97,Starch
4.79,4.70,5.69,4.28,32.77,10.79,29.3,180.46,2.72,Starch
4.70,4.35,6.12,4.37,33.34,10.19,28.63,181.98,2.97,Starch
4.78,4.77,5.97,4.13,32.92,10.55,29.51,180.75,2.78,Starch
4.79,4.86,5.88,4.10,33.96,10.17,28.97,185.83,2.77,Starch
4.76,4.27,5.92,4.41,32.48,10.97,29.02,178.68,2.82,Starch
4.75,4.15,6.47,4.17,33.56,10.29,28.1,186.73,2.96,Starch
4.74,4.96,6.20,4.16,33.72,10.46,30.56,186.03,2.99,Starch
4.73,4.01,6.50,4.11,32.74,10.46,28.97,184.79,2.73,Starch
4.77,4.91,6.16,4.17,32.86,10.97,29.91,181.86,2.80,Starch
4.76,4.34,6.23,4.27,33.49,10.87,28.37,178.89,2.99,Starch
4.77,4.27,5.76,4.12,32.83,10.60,28.33,185.12,2.74,Starch
4.71,4.04,5.54,4.14,32.34,10.09,28.61,181.45,2.75,Starch
4.79,4.37,6.30,4.45,32.92,10.62,29.88,186.49,2.88,Starch
4.80,4.14,6.48,4.02,32.39,10.50,29.14,184.5,3.00,Starch
4.72,4.13,6.47,4.31,32.29,10.44,28.35,179.22,2.84,Starch
4.71,4.10,5.60,4.20,33.17,10.85,29.75,180.54,2.96,Starch
4.80,4.05,6.26,4.07,32.31,10.33,29.04,178.89,2.99,Starch
4.77,4.15,5.86,4.33,33.90,10.24,29.77,181.49,2.87,Starch
4.78,4.97,6.20,4.18,32.07,10.59,30.4,179.63,2.84,Starch
4.74,4.50,6.24,4.28,32.60,10.78,30.34,181.24,2.87,Starch
4.79,4.21,6.07,4.09,33.95,10.75,29.41,185.87,2.75,Starch
4.78,4.77,5.92,4.47,33.84,10.92,30.04,186.69,2.90,Starch
4.78,4.65,6.31,4.49,33.50,10.28,28.42,181.12,2.94,Starch
4.77,4.56,5.99,4.16,33.26,10.61,30.44,181.16,2.79,Starch
4.75,4.75,5.52,4.01,33.98,10.77,28.36,182.15,2.74,Starch
4.79,4.10,6.31,4.24,32.65,10.56,29.78,184.05,2.90,Starch
4.78,4.37,6.41,4.38,33.23,10.65,28.91,181.9,2.89,Starch
4.73,4.17,6.23,4.27,33.49,10.46,30.23,180.29,2.92,Starch
4.78,4.31,6.36,4.28,32.40,10.95,30.37,184.59,2.85,Starch
4.72,4.89,6.38,4.19,33.47,10.95,28.28,181.61,2.78,Starch
4.78,4.42,5.79,4.26,32.16,10.04,30.31,183.47,2.93,Starch
4.70,4.72,5.64,4.11,33.50,10.72,29.65,178.68,2.72,Starch
4.79,4.18,5.74,4.37,33.26,10.44,29.01,183.43,2.85,Starch
4.73,4.43,6.29,4.25,33.30,10.89,29.15,186.2,2.91,Starch
4.79,4.42,5.93,4.34,33.71,10.40,29.4,180.91,2.87,Starch
4.72,4.90,5.93,4.28,32.63,10.84,28.67,185.37,2.89,Starch
4.78,4.64,5.79,4.22,33.78,10.56,29.18,182.69,2.98,Starch
4.74,4.48,5.65,4.08,33.34,10.17,28.14,185,2.87,Starch
4.75,4.86,6.16,4.49,32.70,10.89,30.18,186.24,2.74,Starch
4.73,4.48,5.72,4.07,33.66,10.59,30.17,184.75,2.76,Starch
4.76,4.67,5.61,4.15,32.38,10.33,28.44,183.64,2.94,Starch
4.72,4.19,5.58,4.02,33.67,10.04,28.7,179.55,2.91,Starch
4.72,4.68,6.11,4.13,33.82,10.70,28.1,183.51,2.84,Starch
4.80,4.01,6.01,4.32,32.00,10.91,29.66,184.13,2.90,Starch
4.78,4.35,5.51,4.35,32.58,10.01,30.2,184.75,2.71,Starch
4.75,4.84,5.95,4.36,32.49,10.08,29.25,179.3,2.80,Starch
4.74,4.30,6.15,4.43,33.76,10.16,28.68,185.78,2.86,Starch
4.73,4.78,5.66,4.22,32.40,10.01,28.57,181.49,2.97,Starch
4.73,4.75,5.91,4.47,32.81,10.47,28.5,185.45,2.97,Starch
4.77,4.06,5.71,4.10,33.26,10.45,29.36,180.91,2.85,Starch
4.79,4.24,6.33,4.12,33.32,10.50,30.17,179.22,2.74,Starch
4.75,4.39,5.77,4.42,33.38,10.43,28.16,184.34,2.88,Starch
4.70,4.94,5.96,4.44,32.97,10.99,30.17,182.73,2.99,Starch
4.78,4.98,6.44,4.32,32.86,10.45,30.33,182.98,2.76,Starch
4.71,4.46,5.94,4.09,33.68,10.74,28.67,184.09,2.80,Starch
4.79,4.27,6.40,4.48,33.39,10.21,29.58,179.63,3.00,Starch
4.78,4.52,6.43,4.43,33.10,10.26,30.29,180.09,2.95,Starch
4.80,4.36,5.57,4.36,32.58,10.48,28.53,185.54,2.86,Starch
4.79,4.42,5.52,4.32,32.24,10.25,30.21,179.05,2.98,Starch
4.71,4.78,6.43,4.07,33.58,10.65,30.53,181.41,2.85,Starch
4.72,4.15,5.85,4.30,32.80,10.95,28.68,181.9,2.73,Starch
4.72,4.46,5.68,4.02,32.40,10.03,29.75,185.91,2.71,Starch
4.76,4.32,6.14,4.21,32.94,10.73,28.95,186.73,2.71,Starch
4.78,4.55,6.15,4.09,32.77,10.47,29.27,183.51,2.75,Starch
4.78,4.76,5.78,4.05,33.81,10.54,28.24,179.42,2.88,Starch
4.72,4.65,5.77,4.41,33.68,10.03,28.67,183.02,2.79,Starch
4.74,4.54,6.16,4.23,33.91,10.72,28.16,185.99,2.73,Starch
4.76,4.11,5.80,4.01,32.95,10.67,28.62,185.7,2.95,Starch
4.75,4.91,5.67,4.17,32.14,10.50,28.96,181.94,2.96,Starch
4.72,4.19,5.93,4.34,33.18,10.40,28.09,185.83,2.77,Starch
4.77,4.56,5.72,4.08,33.39,10.29,28.98,185.58,2.92,Starch
4.77,4.69,5.55,4.16,33.43,10.74,30.56,185.62,2.80,Starch
4.70,4.93,5.50,4.11,32.21,10.85,30.64,186.03,2.77,Starch
4.70,4.12,6.17,4.49,32.48,10.17,28.11,179.59,2.99,Starch
4.80,4.36,5.93,4.39,32.44,10.12,30.38,185.62,2.84,Starch
4.77,4.19,5.71,4.44,32.71,10.57,29.06,182.6,2.86,Starch
4.74,4.03,6.28,4.24,32.83,10.35,29.1,184.88,2.76,Starch
4.79,4.53,6.06,4.05,32.03,10.66,28.83,186.57,2.99,Starch
4.78,4.92,5.85,4.11,32.79,10.01,29.75,181.2,2.88,Starch
4.73,4.44,6.14,4.24,32.67,10.73,30.5,183.97,2.95,Starch
4.79,4.66,5.70,4.49,33.41,10.59,29.6,181.45,2.95,Starch
4.79,4.25,5.50,4.24,33.66,10.17,28.35,180.29,2.92,Starch
4.78,4.37,6.33,4.09,33.37,10.87,29.66,183.68,2.74,Starch
4.72,4.75,6.06,4.19,33.51,10.77,29.88,180.29,2.86,Starch
4.73,4.94,5.85,4.10,33.68,10.82,30.47,183.18,2.87,Starch
4.77,4.63,5.54,4.19,32.37,10.97,30.01,184.21,2.72,Starch
4.72,4.99,5.88,4.13,32.94,10.81,28.4,185.7,2.79,Starch
